id,Window_size,Source_port,Destination_port,First_packet_size,forward_packets,forward_total_bytes,Min_forward_inter_arrival_time_difference,Max_forward_inter_arrival_time_difference,Mean_forward_inter_arrival_time_difference,STD_forward_inter_arrival_time_difference,Mean_forward_packets,STD_forward_packets,backward_packets,backward_total_bytes,Min_backward_inter_arrival_time_difference,Max_backward_inter_arrival_time_difference,Mean_backward_inter_arrival_time_difference,STD_backward_inter_arrival_time_difference,Mean_backward_packets,STD_backward_packets,Mean_backward_TTL_value,Total_packets,Minimum_packet_size,Maximum_packet_size,Mean_packet_size,class,Maximum_backward_packet,Maximum_forward_packet,Minimum_backward_packet,Minimum_forward_packet
1883,8192,51441,80,407.0,49,3860,0.0014950000004319008,10.492138000000523,3.2165324166666664,4.542206330096879,78.77551020408163,159.63046718725647,116,85532,2.6999999136023692e-05,5866.860379,51.90730625,544.609797814048,737.3448275862069,678.7219204338116,64.0,165,20,1440,541.7696969696971,normal,1440.0,572.0,20.0,20.0
1884,8192,51442,80,407.0,53,3961,0.0015510000002905144,10.247982999999293,2.969286365384609,4.457933179746652,74.73584905660377,155.54397732615143,126,99542,2.8999999813095204e-05,5866.863409000001,47.787777468253964,522.5615575817096,790.0158730158728,679.1564177316089,64.0,179,20,1440,578.2290502793296,normal,1440.0,591.0,20.0,20.0
1885,8192,51443,80,407.0,119,6728,0.0006849999999758437,10.097764999999523,1.3335617372881334,3.220250762384248,56.537815126050425,129.52630711891632,450,423516,0.0,5866.863279,13.387150524444444,276.55561768431744,941.1466666666664,650.6899855406189,64.0,569,20,1440,756.140597539543,normal,1440.0,610.0,20.0,20.0
1886,8192,51444,80,417.0,117,5815,0.0005060000003140884,10.114284999999654,1.339733775862073,3.2933593406211483,49.70085470085471,118.6939896916367,338,283865,0.0,5866.871569,17.817369642011833,319.09710608328,839.8372781065087,672.4946560856717,64.0,455,20,1440,636.6593406593406,normal,1440.0,589.0,20.0,20.0
1887,8192,51445,80,397.0,126,7006,0.0006650000004810862,10.228498999999829,1.2432417280000008,3.191477100087452,55.6031746031746,129.72796641372773,359,291735,0.0,5866.883183,16.775131718662948,309.62561139913373,812.6323119777159,675.8981805430458,64.0,485,20,1440,615.9608247422682,normal,1440.0,587.0,20.0,20.0
1888,8192,51446,80,308.0,25,811,0.0010609999999360298,10.369245999999293,5.01981541666665,5.088473770466845,32.44,57.45656330365284,38,30707,3.0000000151630957e-05,5870.0734649999995,157.64586134210526,951.7350313826843,808.078947368421,697.0718828177464,64.0,63,20,1440,500.28571428571433,normal,1440.0,308.0,20.0,20.0
1889,8192,51447,80,457.0,17,800,0.008735999999771593,10.180177000000183,7.754150562500001,4.08457368169706,47.05882352941178,105.67548828148092,16,1003,0.17999699999927546,5871.907719,374.748028,1465.9135734141416,62.6875,169.68626687704185,64.0,33,20,699,54.63636363636363,normal,699.0,457.0,20.0,20.0
1890,8192,51448,80,327.0,23,1171,0.005383000000620086,10.098767999999836,7.16016418181818,4.463938048931992,50.91304347826087,98.92876824145115,25,5552,1.4000000192027072e-05,5874.042367,241.26231728,1173.5050400579785,222.08,469.2293255967705,64.0,48,20,1440,140.0625,normal,1440.0,398.0,20.0,20.0
1891,8192,51449,80,353.0,18,717,0.008725000000595173,10.069357999999738,7.127445647058855,4.609136640975532,39.833333333333336,78.20203848704594,17,802,0.011572999999771127,5874.0672939999995,352.6604422941177,1422.8403743704005,47.17647058823529,111.02490446636152,64.0,35,20,478,43.4,normal,478.0,353.0,20.0,20.0
1892,8192,51450,80,566.0,25,2880,0.008165000000190048,10.183560999999829,6.6515353750000195,4.5829860273410725,115.2,266.6323936308815,25,5398,0.0001869999996415572,5874.069579,241.34802752,1173.492392884278,215.92,447.9384183865754,64.0,50,20,1440,165.56,normal,1440.0,931.0,20.0,20.0
1893,8192,51451,80,20.0,4,92,0.012396000000080676,6.720209999999497,2.252010666666744,3.869578061884971,23.0,6.0,3,64,0.00945899999987887,5874.156359000001,1960.296168333333,3389.504013999914,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1894,8192,51452,80,20.0,4,92,0.0105729999995674,6.721064000000298,2.251111999999921,3.871095982883855,23.0,6.0,3,64,0.0077490000003308515,5874.156994,1960.2961576666669,3389.504574526799,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1895,8192,51453,80,20.0,4,92,0.009744999999384165,6.561211000000185,2.194478000000041,3.7817019564331007,23.0,6.0,3,64,0.010015000000748842,5874.314394,1960.296125,3389.64083585824,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1896,8192,51454,80,306.0,18,669,0.0023330000003625173,10.114782999999989,7.112398647058827,4.644161333080354,37.16666666666666,67.14624075150316,19,4633,6.600000051548705e-05,5874.3165579999995,315.5379492105264,1346.1277869075673,243.84210526315792,471.8800769449202,64.0,37,20,1440,143.29729729729732,normal,1440.0,306.0,20.0,20.0
1897,8192,51457,443,224.0,33,4034,0.0028739999997924315,68.00378099999944,13.567782031249974,25.7172678901844,122.24242424242424,170.2489042371181,39,8277,8.299999990413198e-05,5876.196528,161.8032746923077,939.4166653829582,212.23076923076923,406.2413374971803,64.0,72,20,1440,170.98611111111111,normal,1440.0,646.0,20.0,20.0
1898,8192,51458,443,214.0,14,905,0.0029240000003483146,66.2397890000002,6.613650230769262,18.614939145847305,64.64285714285714,66.79429632818974,20,5534,5.500000042957254e-05,5876.9606520000025,298.14593035,1313.2038180856828,276.7,508.18998726646964,64.0,34,20,1440,189.38235294117646,normal,1440.0,214.0,20.0,20.0
1899,8192,51459,443,212.0,12,817,0.002058000000033644,38.68107200000031,3.608939181818228,11.633136420316793,68.08333333333333,70.88333351146072,17,5428,5.400000009103678e-05,5877.034242000002,348.04185782352937,1424.819383999512,319.29411764705884,541.3033766643575,64.0,29,20,1440,215.3448275862069,normal,1440.0,212.0,20.0,20.0
1900,8192,51460,80,450.0,17,793,0.0007259999993038946,10.088630000000194,7.502305374999992,4.3994582443405035,46.647058823529406,103.97832777583427,16,1259,0.003042999999706808,5877.410605,374.8399975,1467.357507881555,78.6875,233.6854634617509,64.0,33,20,955,62.18181818181818,normal,955.0,450.0,20.0,20.0
1901,8192,51461,80,20.0,4,92,0.012854999999944994,6.037513000000218,2.0369536666667045,3.4646678887596734,23.0,6.0,3,64,0.05425900000045658,5877.416539,1961.170815,3391.5696056936495,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1902,8192,51462,80,450.0,17,793,0.0010689999999158317,10.119165000000066,7.504568000000006,4.40709406299375,46.647058823529406,103.97832777583427,16,1259,0.0030699999997523264,5877.416768,374.8425695625,1467.358464564234,78.6875,233.6854634617509,64.0,33,20,955,62.18181818181818,normal,955.0,450.0,20.0,20.0
1903,8192,51463,80,20.0,4,92,0.061745999999402564,5.907587000000602,2.0250493333333,3.362448448527956,23.0,6.0,3,64,0.05775400000038644,5877.54442,1961.170786,3391.6803200702752,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1904,8192,51464,443,537.0,26,2774,0.0035809999999401048,67.64678000000004,12.13321304000001,24.316974280161823,106.69230769230772,147.99480240353554,31,1773,8.299999990413198e-05,5878.221036,199.40410683870968,1054.1788720998402,57.193548387096776,58.490124154902546,64.0,57,20,537,79.77192982456141,normal,268.0,537.0,20.0,20.0
1905,8192,51465,80,20.0,4,92,0.0075670000005629845,5.787765000000036,1.935812666666607,3.335889346836145,23.0,6.0,3,64,0.005240000000412692,5878.701384,1961.499444,3392.3976255530247,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1906,8192,51466,80,572.0,29,2919,0.0063559999998688,10.256940999999642,7.269536035714282,4.160247566395096,100.65517241379312,202.41069915645497,28,3132,0.009400999999343185,5878.704735,217.223014,1109.553320086854,111.85714285714286,228.7174731840192,64.0,57,20,662,106.15789473684212,normal,662.0,625.0,20.0,20.0
1907,8192,51467,443,537.0,26,2243,0.000998999999865191,67.60498300000017,12.07798623999999,24.85171692358855,86.26923076923076,125.42712870581316,30,2548,0.0010640000000421423,5879.637529,206.05182946666667,1071.8171560743288,84.93333333333334,125.86964612682422,64.0,56,20,537,85.55357142857143,normal,469.0,537.0,20.0,20.0
1908,8192,51468,443,537.0,30,4523,0.002284999999574211,66.55744800000048,10.570516413793108,23.287370387138147,150.76666666666668,256.09436344540217,38,8067,8.100000013655517e-05,5880.177508,162.80753694736842,952.7730991290514,212.28947368421046,405.6822020688007,64.0,68,20,1440,185.14705882352942,normal,1440.0,1053.0,20.0,20.0
1909,8192,51469,443,537.0,25,4193,0.0003310000001874869,67.37220799999977,12.794388083333313,25.305281492203733,167.72,290.79009038594603,30,1801,6.099999973230297e-05,5881.683807,206.29054623333332,1072.1596252391237,60.03333333333333,65.66292363449777,64.0,55,20,1099,108.98181818181818,normal,264.0,1099.0,20.0,20.0
1910,8192,51470,443,217.0,44,2368,0.0009600000003047172,10.135365000000093,3.092510418604645,4.648798726399368,53.81818181818182,120.23451362393736,86,65178,0.0,5886.269211,69.99096359302325,634.574368139887,757.8837209302327,686.7575720665172,64.0,130,20,1440,519.5846153846154,normal,1440.0,599.0,20.0,20.0
1911,8192,51471,80,443.0,18,806,0.002365000000281725,10.071642999999312,7.0259304705882375,4.618081314649364,44.77777777777778,99.41982022511795,18,2397,8.299999990413198e-05,5886.853226,333.6824015,1385.8961072870165,133.16666666666666,345.0511044843682,64.0,36,20,1440,88.97222222222223,normal,1440.0,443.0,20.0,20.0
1912,8192,51472,443,218.0,10,567,0.002982000000884,5.103628999999273,0.7067098888888318,1.6566467292307825,56.7,68.89291206890107,13,6388,3.199999991920777e-05,5891.790897,453.68795292307686,1633.9472284266571,491.3846153846154,662.5216397046388,64.0,23,20,1440,302.39130434782606,normal,1440.0,218.0,20.0,20.0
1913,8192,51473,80,448.0,17,791,0.007782000000588595,10.12857299999996,7.499455625000053,4.416452518555417,46.529411764705884,103.49342832220005,16,1258,0.011054999999942085,5892.417366,375.77482775,1471.110065020681,78.625,233.43546574303286,64.0,33,20,954,62.09090909090909,normal,954.0,448.0,20.0,20.0
1914,8192,51474,80,20.0,4,92,0.009332000000540576,6.919056999999158,2.313165333333321,3.98881928914467,23.0,6.0,3,64,0.008346000000528875,5922.034713,1976.322326,3417.088912653782,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1915,8192,51475,80,469.0,19,1514,0.00751100000070437,10.102638000000297,6.695208777777783,4.723466285142272,79.6842105263158,178.31278779828904,19,1196,0.003366999999343534,5922.036125,318.02874810526316,1357.080181882013,62.94736842105264,129.5296935859413,64.0,38,20,682,71.3157894736842,normal,492.0,682.0,20.0,20.0
1916,8192,51476,443,218.0,11,896,0.007043999999950756,5.986419000000751,0.8937586000000011,1.82272462100196,81.45454545454545,113.70168304503115,13,3749,9.899999986373588e-05,5925.3664549999985,456.47548099999995,1643.1980396087658,288.38461538461536,521.6228743804504,64.0,24,20,1440,193.54166666666663,normal,1440.0,360.0,20.0,20.0
1917,8192,51477,443,218.0,11,896,0.00966100000005099,6.021921000000472,0.9030126000000565,1.8322488815555644,81.45454545454545,113.70168304503115,13,3749,9.799999952520012e-05,5925.399349,456.4836252307692,1643.2054835196482,288.38461538461536,480.7677087155394,64.0,24,20,1440,193.54166666666663,normal,1440.0,360.0,20.0,20.0
1918,8192,51478,443,218.0,11,587,0.000315000000227883,5.2989419999994425,0.6865882000000056,1.6326196704592122,53.36363636363637,66.28766510788071,12,3284,6.100000064179767e-05,5925.513269,494.3562253333334,1710.371612017887,273.6666666666667,545.90547522331,79.91666666666667,23,20,1440,168.30434782608697,normal,1440.0,218.0,20.0,20.0
1919,8192,51479,80,448.0,17,791,0.015027000000372938,10.166396000000534,7.523281562500018,4.3367677147419865,46.529411764705884,103.49342832220005,16,1214,0.060378999999556975,5926.52834,377.9309436875,1479.6310714540855,75.875,222.4355711960956,64.0,33,20,910,60.75757575757576,normal,910.0,448.0,20.0,20.0
1920,8192,51480,80,448.0,17,791,0.013514000000213857,10.100394000000053,7.523098937499981,4.335819994685687,46.529411764705884,103.49342832220005,16,1214,0.06986099999994623,5926.529327,377.93049675,1479.6314671510183,75.875,222.4355711960956,64.0,33,20,910,60.75757575757576,normal,910.0,448.0,20.0,20.0
1921,8192,51481,80,20.0,4,92,0.010398999999779336,6.5166619999999975,2.180067999999968,3.7556008205094416,23.0,6.0,3,64,0.004229000000123051,5926.625008,1977.716660666667,3419.856498155201,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
1922,8192,51482,80,448.0,17,791,0.01925200000005134,10.16655499999979,7.5158016875000175,4.352313144008029,46.529411764705884,103.49342832220005,16,1214,0.049595999999837666,5926.648052000001,377.9309436875,1479.6630416968094,75.875,222.4355711960956,64.0,33,20,910,60.75757575757576,normal,910.0,448.0,20.0,20.0
